text_index,true_equation,gpm_equation,mlp_y,gpm_y,mlp_rel_err,gpm_rel_err,mlp_train_time,gpm_train_time
777,sin(sin(x1)),sin(sin(X0)),"[ 0.13435592  0.06970666  0.0050574  -0.05959186 -0.12424112 -0.18889038
 -0.25353964 -0.3181889  -0.38283816 -0.44748742 -0.51213668 -0.55948421
 -0.59404056 -0.62823758 -0.66115337 -0.69406916 -0.72698496 -0.75990075
 -0.79281654 -0.82573233 -0.85864813 -0.89156392 -0.92447971 -0.9573955
 -0.9903113  -1.02322709 -1.05614288 -1.08905867 -1.12197447 -1.15489026]","[ 0.04156868 -0.058341   -0.15709229 -0.25276898 -0.34363344 -0.42821848
 -0.50539196 -0.57438929 -0.63481275 -0.68660026 -0.72996935 -0.76534409
 -0.79327303 -0.81434636 -0.82911906 -0.8380455  -0.84142952 -0.83939253
 -0.83186103 -0.81857414 -0.7991108  -0.77293541 -0.73945971 -0.69811723
 -0.64844525 -0.59016776 -0.52327155 -0.44806719 -0.36522703 -0.27579386]",0.10417884894512944,8.243993550696858e-06,2.1480960845947266,4.063182592391968
778,1.84*x1*sqrt(x1-0.8)+1.14,"add(mul(X0, X0), sqrt(sqrt(sin(add(X0, -0.849)))))","[ 9.94510848 10.27007443 10.59504039 10.92000635 11.2449723  11.56993826
 11.89490422 12.21987017 12.54483613 12.86980208 13.19476804 13.519734
 13.84469995 14.16966591 14.49463186 14.81959782 15.14456378 15.46952973
 15.79449569 16.11946164 16.4444276  16.76939356 17.09435951 17.41932547
 17.74429142 18.06925738 18.39422334 18.71918929 19.04415525 19.3691212 ]","[10.54899349 11.1581771  11.7833604  12.42382623 13.07847313 13.74549198
 14.42159205 15.0996867  15.75835212 16.31188351 17.38490858 18.31527573
 19.23287075 20.1543325  21.08567972 22.02982101 22.98839267 23.96240585
 24.95252548 25.95920752 26.98277289 28.02345014 29.08140124 30.15673752
 31.24952958 32.35981309 33.48759165 34.63283698 35.79548681 36.97543973]",0.039332993616132746,0.0437628838981575,4.468498468399048,76.74400901794434
779,-0.25*x1**2+1.87*x1+0.04,"add(X0, sin(sin(sqrt(mul(div(X0, -0.996), mul(X0, 0.896))))))","[3.55489487 3.63074213 3.70658938 3.78243664 3.85828389 3.93413114
 4.0099784  4.08582565 4.16167291 4.23752016 4.31336741 4.38921467
 4.46506192 4.54090917 4.61675643 4.69260368 4.76845094 4.84429819
 4.92014544 4.9959927  5.07183995 5.14768721 5.22353446 5.29938171
 5.37522897 5.45107622 5.52692348 5.60277073 5.67861798 5.75446524]","[3.29972284 3.30723006 3.3128328  3.31820589 3.32503639 3.33493406
 3.34934906 3.36950441 3.39634882 3.43053322 3.47241134 3.52206271
 3.57933396 3.64389339 3.71529305 3.7930327  3.87662075 3.96562795
 4.05973092 4.15874322 4.26263268 4.37152439 4.48568912 4.60551771
 4.73148238 4.86408689 5.00380806 5.15103252 5.30599319 5.46871097]",0.5213541665739723,0.32414165187906896,1.6822612285614014,73.61907315254211
780,sqrt(x1),"mul(div(X0, X0), sqrt(X0))","[1.78769117 1.82309099 1.85849081 1.89389063 1.92929045 1.96469027
 2.00009009 2.03548991 2.07088973 2.10628955 2.14168937 2.17708919
 2.21248901 2.24788883 2.28328865 2.31868847 2.35408829 2.38948811
 2.42488793 2.46028775 2.50540129 2.55249458 2.59958786 2.64668114
 2.69377442 2.7408677  2.78796099 2.83505427 2.88214755 2.92924083]","[1.76068169 1.78885438 1.81659021 1.84390889 1.87082869 1.8973666
 1.92353841 1.94935887 1.97484177 2.         2.02484567 2.04939015
 2.07364414 2.0976177  2.12132034 2.14476106 2.16794834 2.19089023
 2.21359436 2.23606798 2.25831796 2.28035085 2.30217289 2.32379001
 2.34520788 2.36643191 2.38746728 2.40831892 2.42899156 2.44948974]",0.010611194179205303,1.8328803892661076e-06,4.348616361618042,4.101454734802246
781,0.09*x1-0.21*sin(0.85*x1),"mul(X0, -0.177)","[-0.31391873 -0.29795658 -0.2855496  -0.27995927 -0.27436893 -0.2687786
 -0.26318826 -0.25759793 -0.25200759 -0.24641726 -0.24082692 -0.23523659
 -0.22964625 -0.22405591 -0.21846558 -0.21287524 -0.20728491 -0.20169457
 -0.19610424 -0.1905139  -0.18492357 -0.17933323 -0.1737429  -0.16815256
 -0.16256223 -0.15697189 -0.15138156 -0.14579122 -0.14020089 -0.13461055]","[-0.54980857 -0.56754433 -0.58528009 -0.60301586 -0.62075162 -0.63848738
 -0.65622314 -0.6739589  -0.69169466 -0.70943042 -0.72716618 -0.74490194
 -0.7626377  -0.78037346 -0.79810922 -0.81584498 -0.83358074 -0.8513165
 -0.86905226 -0.88678802 -0.90452378 -0.92225954 -0.9399953  -0.95773106
 -0.97546682 -0.99320258 -1.01093835 -1.02867411 -1.04640987 -1.06414563]",0.3899286829816404,1.5501181391926053,1.266167402267456,71.61100745201111
782,x1**2+x1+0.76,"add(mul(X0, X0), add(X0, 0.761))","[12.95448411 13.3429629  13.73066366 14.11836441 14.50606517 14.89376593
 15.28146669 15.66916745 16.0568682  16.44456896 16.83226972 17.21997048
 17.60767124 17.99537199 18.38307275 18.77077351 19.15847427 19.54617503
 19.93387578 20.32157654 20.7092773  21.09697806 21.48467882 21.87237957
 22.26008033 22.64778109 23.03548185 23.42318261 23.81088336 24.19858412]","[13.47067422 14.20067422 14.95067422 15.72067422 16.51067422 17.32067422
 18.15067422 19.00067422 19.87067422 20.76067422 21.67067422 22.60067422
 23.55067422 24.52067422 25.51067422 26.52067422 27.55067422 28.60067422
 29.67067422 30.76067422 31.87067422 33.00067422 34.15067422 35.32067422
 36.51067422 37.72067422 38.95067422 40.20067422 41.47067422 42.76067422]",0.08568709600567134,8.988180930106575e-10,3.185969591140747,24.251408576965332
783,-0.08*x1**2+0.93*x1-0.58,"mul(0.730, add(-0.660, X0))","[1.59023074 1.64739782 1.70456489 1.76173196 1.81889904 1.87606611
 1.93323318 1.99040026 2.04756733 2.1047344  2.16190148 2.21906855
 2.27623563 2.3334027  2.39056977 2.44773685 2.50490392 2.56207099
 2.61923807 2.67640514 2.73357221 2.79073929 2.84790636 2.90507343
 2.96224051 3.01940758 3.07657465 3.13374173 3.1909088  3.24807587]","[1.78028978 1.85326205 1.92623432 1.99920659 2.07217886 2.14515114
 2.21812341 2.29109568 2.36406795 2.43704022 2.51001249 2.58298476
 2.65595704 2.72892931 2.80190158 2.87487385 2.94784612 3.02081839
 3.09379067 3.16676294 3.23973521 3.31270748 3.38567975 3.45865202
 3.53162429 3.60459657 3.67756884 3.75054111 3.82351338 3.89648565]",0.06701512275895367,0.2180274440878168,1.082674264907837,74.22240495681763
784,sin(x1-0.89)*sin(x1+0.95),"add(sin(X0), -0.768)","[-0.65831682 -0.69427433 -0.73023183 -0.76618934 -0.79853292 -0.81980882
 -0.8135325  -0.80725619 -0.80097988 -0.79470357 -0.78842726 -0.78215095
 -0.77587464 -0.76959833 -0.76332202 -0.75704571 -0.7507694  -0.74449309
 -0.73821678 -0.73194047 -0.72566416 -0.71938784 -0.71311153 -0.70683522
 -0.70055891 -0.6942826  -0.68800629 -0.68172998 -0.67545367 -0.66917736]","[-0.72636362 -0.82631843 -0.92568998 -1.02348539 -1.11872751 -1.21046473
 -1.29778043 -1.37980218 -1.45571045 -1.52474678 -1.5862214  -1.63952006
 -1.68411022 -1.71954636 -1.7454744  -1.76163529 -1.76786754 -1.7641089
 -1.7503969  -1.72686856 -1.69375897 -1.65139894 -1.60021173 -1.54070877
 -1.47348461 -1.39921092 -1.31862983 -1.23254647 -1.14182095 -1.04735979]",0.5298004297754404,2.1391148386876178,0.45612025260925293,72.43330574035645
785,-0.81*x1**2-0.08,"mul(X0, mul(-0.863, X0))","[ -7.76528461  -8.13974802  -8.51421144  -8.88867485  -9.26313827
  -9.63760168 -10.0120651  -10.38652851 -10.76099193 -11.13545534
 -11.50991876 -11.88438217 -12.25884559 -12.633309   -13.00777242
 -13.38223583 -13.75669925 -14.13116266 -14.50562608 -14.88008949
 -15.25455291 -15.62901632 -16.00347974 -16.37794315 -16.75240657
 -17.12686998 -17.5013334  -17.87579682 -18.25026023 -18.62472365]","[ -8.29524476  -8.83905372  -9.40012647  -9.97846299 -10.57406329
 -11.18692737 -11.81705522 -12.46444685 -13.12910226 -13.81102144
 -14.51020441 -15.22665114 -15.96036166 -16.71133595 -17.47957402
 -18.26507586 -19.06784148 -19.88787088 -20.72516406 -21.57972101
 -22.45154174 -23.34062624 -24.24697452 -25.17058658 -26.11146242
 -27.06960203 -28.04500542 -29.03767259 -30.04760353 -31.07479825]",34.319216674225416,0.32626197919808564,3.308601140975952,74.96947813034058
786,0.04*x1+0.41,0.463,"[0.57726524 0.5969508  0.61663636 0.63632192 0.65600748 0.67569303
 0.69537859 0.71506415 0.73474971 0.75443527 0.77412083 0.79380638
 0.81349194 0.8331775  0.85286306 0.87254862 0.89223418 0.91191973
 0.93160529 0.95129085 0.97097641 0.99066197 1.01034753 1.03003308
 1.04971864 1.0694042  1.08908976 1.10877532 1.12846088 1.14814643]","[0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402
 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402
 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402
 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402 0.4631402
 0.4631402 0.4631402]",0.10173619234636645,0.013590948278536697,0.6465103626251221,69.20440149307251
787,sin(0.43*x1-0.1),"mul(0.338, X0)","[1.05361724 1.09860477 1.14205269 1.183445   1.22483732 1.26622963
 1.30762195 1.34901426 1.39040658 1.43179889 1.4731912  1.51458352
 1.55597583 1.59736815 1.63876046 1.68015278 1.72154509 1.7629374
 1.80432972 1.84572203 1.88711435 1.92850666 1.96989898 2.01129129
 2.0526836  2.09407592 2.13546823 2.17686055 2.21825286 2.25964518]","[1.0481549  1.08196635 1.1157778  1.14958924 1.18340069 1.21721214
 1.25102359 1.28483504 1.31864649 1.35245793 1.38626938 1.42008083
 1.45389228 1.48770373 1.52151518 1.55532662 1.58913807 1.62294952
 1.65676097 1.69057242 1.72438387 1.75819531 1.79200676 1.82581821
 1.85962966 1.89344111 1.92725256 1.96106401 1.99487545 2.0286869 ]",0.800267333443881,0.5736924065206331,0.26802992820739746,71.12052130699158
788,0.67*sqrt(0.67*x1+1),"sqrt(sqrt(mul(-0.592, X0)))","[1.2079138  1.2246681  1.24142239 1.25817669 1.27493098 1.29168528
 1.30843957 1.32519387 1.34194816 1.35870246 1.37545675 1.39221105
 1.40896535 1.42571964 1.44247394 1.45922823 1.47598253 1.49273682
 1.50949112 1.52624541 1.54299971 1.559754   1.5765083  1.5932626
 1.61001689 1.62677119 1.64352548 1.66027978 1.67703407 1.69378837]","[1.16374626 1.17301987 1.18207861 1.19093375 1.19959566 1.20807389
 1.21637729 1.22451405 1.23249176 1.2403175  1.24799785 1.25553897
 1.2629466  1.27022613 1.27738262 1.2844208  1.29134516 1.29815988
 1.30486894 1.31147608 1.31798485 1.32439859 1.33072048 1.33695353
 1.34310061 1.34916442 1.35514756 1.36105248 1.36688153 1.37263695]",0.005987386531850374,0.0034236642986007837,1.2888526916503906,72.70689558982849
789,0.37*x1*sqrt(-x1)+0.47,"mul(X0, 0.657)","[2.23576722 2.30160955 2.36745187 2.43329419 2.49913651 2.56497884
 2.63082116 2.69666348 2.7625058  2.82834813 2.89419045 2.96003277
 3.02587509 3.09171742 3.15755974 3.22340206 3.28924438 3.35508671
 3.42092903 3.48677135 3.55261367 3.618456   3.68429832 3.75014064
 3.81598296 3.88182529 3.94766761 4.01350993 4.07935225 4.14519458]","[2.03529381 2.10094845 2.16660309 2.23225773 2.29791237 2.36356701
 2.42922165 2.49487629 2.56053093 2.62618556 2.6918402  2.75749484
 2.82314948 2.88880412 2.95445876 3.0201134  3.08576804 3.15142268
 3.21707732 3.28273196 3.34838659 3.41404123 3.47969587 3.54535051
 3.61100515 3.67665979 3.74231443 3.80796907 3.87362371 3.93927835]",0.038153762571974316,0.058885963426948504,0.8048381805419922,70.89527988433838
790,sin(x1),log(exp(sin(X0))),"[ 0.24429832  0.22112278  0.20113532  0.18156275  0.16199018  0.14241761
  0.12284504  0.10327247  0.0836999   0.06412733  0.04455476  0.02498219
  0.00540962 -0.01416295 -0.03373552 -0.05330809 -0.07288066 -0.09245323
 -0.1120258  -0.13159837 -0.15117094 -0.17074351 -0.19031608 -0.20988865
 -0.22946122 -0.2490338  -0.26860637 -0.28817894 -0.30775151 -0.32732408]","[ 0.04158066 -0.05837414 -0.15774569 -0.2555411  -0.35078323 -0.44252044
 -0.52983614 -0.61185789 -0.68776616 -0.7568025  -0.81827711 -0.87157577
 -0.91616594 -0.95160207 -0.97753012 -0.993691   -0.99992326 -0.99616461
 -0.98245261 -0.95892427 -0.92581468 -0.88345466 -0.83226744 -0.77276449
 -0.70554033 -0.63126664 -0.55068554 -0.46460218 -0.37387666 -0.2794155 ]",0.45866439753110644,7.361444756858637e-06,0.9678933620452881,4.078630447387695
791,0.57*x1**3-0.86*x1-0.25,"mul(div(X0, -0.792), sin(add(0.279, X0)))","[1.49253903 1.89279607 2.29305311 2.69331015 3.09356718 3.49382422
 3.89408126 4.2943383  4.69459533 5.06970014 5.28757053 5.50544091
 5.7233113  5.94118169 6.15905208 6.37692247 6.59479285 6.81266324
 7.03053363 7.24840402 7.4662744  7.68414479 7.90201518 8.11988557
 8.33775595 8.55562634 8.77349673 8.99136712 9.2092375  9.42710789]","[0.91938052 1.33619407 1.76343687 2.19588888 2.62804996 3.05420654
 3.46850267 3.86501451 4.23782732 4.5811141  4.88921482 5.15671519
 5.37852418 5.54994902 5.66676679 5.72529175 5.72243733 5.65577193
 5.52356781 5.32484229 5.05939057 4.72780966 4.33151296 3.87273512
 3.35452693 2.78074017 2.15600238 1.48568165 0.77584174 0.0331878 ]",0.46660607790197156,0.5772270080919262,2.6460914611816406,81.78747630119324
792,1.19*x1**2+1.61*x1,"add(add(X0, X0), mul(X0, X0))","[15.58571268 15.98441299 16.38311329 16.78181359 17.18051389 17.57921419
 17.97791449 18.3766148  18.7753151  19.1740154  19.5727157  19.971416
 20.3701163  20.76881661 21.16751691 21.56621721 21.96491751 22.36361781
 22.76231811 23.16101842 23.55971872 23.95841902 24.35711932 24.75581962
 25.15451993 25.55322023 25.95192053 26.35062083 26.74932113 27.14802143]","[15.81 16.64 17.49 18.36 19.25 20.16 21.09 22.04 23.01 24.   25.01 26.04
 27.09 28.16 29.25 30.36 31.49 32.64 33.81 35.   36.21 37.44 38.69 39.96
 41.25 42.56 43.89 45.24 46.61 48.  ]",0.11259603482915197,0.004800647657969741,2.3102712631225586,73.29855632781982
793,-0.61*x1,"mul(div(X0, -0.931), sqrt(0.321))","[-1.883726   -1.94210838 -1.99989623 -2.05768408 -2.11547194 -2.17325979
 -2.23104764 -2.28883549 -2.34662334 -2.4044112  -2.46219905 -2.5199869
 -2.57777475 -2.6355626  -2.69335046 -2.75113831 -2.80892616 -2.86671401
 -2.92450186 -2.98228972 -3.04007757 -3.09786542 -3.15565327 -3.21344112
 -3.27122898 -3.32901683 -3.38680468 -3.44459253 -3.50238038 -3.56016824]","[-1.88504868 -1.9458567  -2.00666473 -2.06747275 -2.12828077 -2.18908879
 -2.24989681 -2.31070484 -2.37151286 -2.43232088 -2.4931289  -2.55393692
 -2.61474495 -2.67555297 -2.73636099 -2.79716901 -2.85797703 -2.91878506
 -2.97959308 -3.0404011  -3.10120912 -3.16201714 -3.22282517 -3.28363319
 -3.34444121 -3.40524923 -3.46605725 -3.52686528 -3.5876733  -3.64848132]",0.006716269639142372,0.0009964753522251084,0.6102843284606934,12.14705204963684
794,sqrt(x1)-0.07*x1,"add(sqrt(X0), mul(mul(sqrt(mul(-0.703, X0)), sqrt(X0)), -0.089))","[1.57819159 1.60812718 1.63806276 1.66799835 1.68567759 1.70171842
 1.71775924 1.73380007 1.74984089 1.76588172 1.78192254 1.79796337
 1.81400419 1.83004502 1.84608584 1.86212667 1.87816749 1.89420831
 1.91024914 1.92628996 1.94233079 1.95837161 1.97441244 1.99045326
 2.0208899  2.05842424 2.09595858 2.13349292 2.17102727 2.20856161]","[1.52873167 1.54942211 1.56967568 1.5895121  1.60894965 1.62800529
 1.64669484 1.66503305 1.68303368 1.70070966 1.71807307 1.7351353
 1.75190702 1.76839832 1.78461871 1.80057717 1.81628219 1.83174182
 1.84696369 1.86195505 1.87672277 1.89127341 1.90561319 1.91974805
 1.93368366 1.94742544 1.96097854 1.97434792 1.98753831 2.00055423]",0.0017830888094723131,4.375020685245549e-05,2.6765620708465576,14.980995655059814
795,2*x1-0.92,"add(exp(log(X0)), add(-0.920, X0))","[5.16660762 5.25598043 5.34535324 5.43472604 5.52324697 5.60990614
 5.69142352 5.766689   5.84195449 5.91721997 5.99248545 6.06775093
 6.14301641 6.2182819  6.29354738 6.36881286 6.44407834 6.51934383
 6.59460931 6.66987479 6.74514027 6.82040575 6.89567124 6.97093672
 7.0462022  7.12146768 7.19673317 7.27199865 7.34726413 7.42252961]","[ 5.27997344  5.47997344  5.67997344  5.87997344  6.07997344  6.27997344
  6.47997344  6.67997344  6.87997344  7.07997344  7.27997344  7.47997344
  7.67997344  7.87997344  8.07997344  8.27997344  8.47997344  8.67997344
  8.87997344  9.07997344  9.27997344  9.47997344  9.67997344  9.87997344
 10.07997344 10.27997344 10.47997344 10.67997344 10.87997344 11.07997344]",0.05154518208750337,1.2176216854610345e-11,1.1526713371276855,12.239927530288696
796,2.87*x1+0.22,"add(add(X0, X0), X0)","[ 9.05234091  9.28363772  9.51493453  9.74623134  9.97752814 10.20882495
 10.44012176 10.67141857 10.90271537 11.13401218 11.36530899 11.5966058
 11.8279026  12.05919941 12.29049622 12.52179303 12.75308983 12.98438664
 13.21568345 13.44698026 13.67827706 13.90957387 14.14087068 14.37216749
 14.60346429 14.8347611  15.06605791 15.29735472 15.52865152 15.75994833]","[ 9.3  9.6  9.9 10.2 10.5 10.8 11.1 11.4 11.7 12.  12.3 12.6 12.9 13.2
 13.5 13.8 14.1 14.4 14.7 15.  15.3 15.6 15.9 16.2 16.5 16.8 17.1 17.4
 17.7 18. ]",0.004258075261976334,0.0008249100273809578,2.189114570617676,73.93465900421143
797,x1**(3/2),"mul(sqrt(X0), exp(log(X0)))","[5.22860019 5.36901259 5.50942498 5.64983737 5.79024976 5.93066216
 6.07107455 6.21148694 6.35189934 6.49231173 6.63272412 6.77313652
 6.91354891 7.0539613  7.1943737  7.33478609 7.47519848 7.61561087
 7.75602327 7.89643566 8.03684805 8.17726045 8.31767284 8.45808523
 8.59849763 8.73891002 8.87932241 9.01973481 9.1601472  9.30055959]","[ 5.45811323  5.72433402  5.9947477   6.26929023  6.54790043  6.83051975
  7.1170921   7.4075637   7.70188289  8.          8.30186726  8.60743864
  8.91666978  9.22951786  9.54594155  9.86590087 10.18935719 10.5162731
 10.84661237 11.18033989 11.51742159 11.85782442 12.2015163  12.54846604
 12.89864334 13.25201871 13.60856348 13.96824971 14.33105021 14.69693846]",0.06447390709236134,9.546592259799164e-08,0.7994246482849121,8.332799673080444
798,-sin(0.96*x1**2-0.08*x1),"sin(mul(log(-0.397), mul(X0, X0)))","[-0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416
 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416
 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416
 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416
 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416 -0.24438416]","[-0.51925487  0.0360782   0.59448832  0.9507512   0.94849235  0.55840728
 -0.08189967 -0.69966312 -0.99643556 -0.79883934 -0.17607148  0.55623906
  0.98092784  0.82068562  0.1398677  -0.64454848 -0.99993812 -0.64742783
  0.19081324  0.89421028  0.89201204  0.14958371 -0.73111915 -0.97187013
 -0.32023806  0.64388271  0.98510944  0.32925082 -0.67831545 -0.96266186]",0.5442476060788977,0.1569726439274049,0.7792215347290039,76.06021118164062
799,0.58*x1**2+0.04*x1+sin(x1-0.54),"mul(add(X0, log(sqrt(X0))), sqrt(X0))","[ 6.14061345  6.37460958  6.60860571  6.84260185  7.07659798  7.31059411
  7.54459025  7.77858638  8.01258251  8.24657865  8.48057478  8.71457091
  8.94856705  9.18256318  9.41655931  9.65055545  9.88455158 10.11854771
 10.35254385 10.58653998 10.82053611 11.05453225 11.28852838 11.52252451
 11.75652065 11.99051678 12.22451291 12.45850905 12.69250518 12.92650131]","[ 6.45413272  6.76468773  7.07918164  7.39755543  7.71975288  8.04572029
  8.37540632  8.70876179  9.04573956  9.38629436  9.73038269 10.07796269
 10.42899403 10.78343782 11.14125654 11.50241394 11.86687498 12.23460575
 12.60557342 12.97974618 13.35709317 13.73758447 14.12119101 14.50788456
 14.89763767 15.29042364 15.6862165  16.08499095 16.48672235 16.89138668]",0.04178030487635832,0.005597601105808551,2.0044894218444824,79.9399471282959
800,sin(0.76*x1),"sin(mul(X0, 0.744))","[0.7719581  0.74625462 0.72055115 0.69051847 0.65534189 0.6201653
 0.58498872 0.54981214 0.54593766 0.54651105 0.54708444 0.54765783
 0.54823122 0.54880461 0.549378   0.54995139 0.55052478 0.55109817
 0.55167156 0.55224495 0.55281834 0.55339173 0.55396512 0.55453851
 0.5551119  0.55568529 0.55625868 0.55683207 0.55740546 0.55797885]","[ 0.74046585  0.68842631  0.63257311  0.57321568  0.51068282  0.44532095
  0.37749215  0.30757217  0.23594834  0.16301744  0.08918348  0.01485547
 -0.05955483 -0.13363522 -0.20697532 -0.27916884 -0.34981586 -0.41852502
 -0.48491568 -0.54862008 -0.60928531 -0.6665753  -0.72017269 -0.76978057
 -0.81512412 -0.85595215 -0.8920385  -0.92318325 -0.94921388 -0.96998618]",0.9431179866138637,0.0024951901844597565,1.8691327571868896,4.1759703159332275
801,0.58*sqrt(0.03*x1**2-x1),"sqrt(div(sin(mul(mul(-0.670, X0), -0.493)), sqrt(sin(exp(0.637)))))","[0.99517872 1.01602302 1.03764438 1.05926574 1.0808871  1.10548346
 1.13940765 1.17333184 1.20725604 1.24118023 1.27510442 1.30902861
 1.3429528  1.37687699 1.41080118 1.44472538 1.47864957 1.51257376
 1.54649795 1.58042214 1.61434633 1.64827052 1.68219471 1.71611891
 1.7500431  1.78396729 1.81789148 1.85181567 1.88573986 1.91966405]","[0.93638079 0.94548954 0.95400003 0.96191897 0.96925231 0.97600534
 0.98218273 0.98778858 0.99282651 0.99729967 1.00121078 1.00456214
 1.0073557  1.00959306 1.01127548 1.01240387 1.01297888 1.0130008
 1.01246966 1.01138516 1.00974671 1.00755339 1.00480398 1.00149692
 0.99763028 0.99320178 0.98820874 0.98264804 0.97651612 0.96980889]",0.09098901690393656,0.01733311846561403,0.46123361587524414,7.9418816566467285
802,sin(x1-0.89)*sin(x1+0.74),"add(sin(X0), -0.631)","[-0.61370389 -0.70430942 -0.79679362 -0.88927782 -0.98176202 -1.07424622
 -1.16673043 -1.25921463 -1.35169883 -1.44418303 -1.53666723 -1.62915144
 -1.72163564 -1.81411984 -1.90660404 -1.99908825 -2.09157245 -2.18405665
 -2.27654085 -2.36902505 -2.46150926 -2.55399346 -2.64647766 -2.73896186
 -2.83144606 -2.92393027 -3.01641447 -3.10889867 -3.20138287 -3.29386708]","[-0.58953288 -0.68948769 -0.78885924 -0.88665465 -0.98189677 -1.07363399
 -1.16094969 -1.24297144 -1.3188797  -1.38791604 -1.44939066 -1.50268932
 -1.54727948 -1.58271562 -1.60864366 -1.62480455 -1.6310368  -1.62727815
 -1.61356616 -1.59003782 -1.55692823 -1.5145682  -1.46338099 -1.40387803
 -1.33665387 -1.26238018 -1.18179909 -1.09571573 -1.00499021 -0.91052904]",4.761757994434033,2.0506373365324135,0.5672857761383057,72.28750276565552
803,0.95*sqrt(x1-0.12),"add(sqrt(X0), sin(-0.119))","[1.03580254 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254
 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254
 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254
 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254
 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254 1.03580254]","[1.64204196 1.67021466 1.69795049 1.72526917 1.75218897 1.77872687
 1.80489868 1.83071914 1.85620204 1.88136027 1.90620595 1.93075043
 1.95500441 1.97897797 2.00268062 2.02612133 2.04930861 2.0722505
 2.09495464 2.11742825 2.13967823 2.16171112 2.18353316 2.20515028
 2.22656815 2.24779219 2.26882755 2.28967919 2.31035183 2.33085002]",0.22734865082098843,7.600274495132428e-05,1.2968549728393555,15.189694881439209
804,x1**(3/2),"mul(add(X0, X0), log(sqrt(exp(sqrt(X0)))))","[5.20643347 5.35112281 5.49581216 5.6405015  5.78519085 5.92988019
 6.07456954 6.21925888 6.36394823 6.50863757 6.65332692 6.79801627
 6.94270561 7.08739496 7.2320843  7.37677365 7.52146299 7.66615234
 7.81084168 7.95553103 8.10022037 8.24490972 8.38959907 8.53428841
 8.67897776 8.8236671  8.96835645 9.11304579 9.25773514 9.40242448]","[ 5.45811323  5.72433402  5.9947477   6.26929023  6.54790043  6.83051975
  7.1170921   7.4075637   7.70188289  8.          8.30186726  8.60743864
  8.91666978  9.22951786  9.54594155  9.86590087 10.18935719 10.5162731
 10.84661237 11.18033989 11.51742159 11.85782442 12.2015163  12.54846604
 12.89864334 13.25201871 13.60856348 13.96824971 14.33105021 14.69693846]",0.06238789886088367,9.546592217789812e-08,2.2587385177612305,8.205112934112549
805,sqrt(-sin(0.24*x1-0.59)),"sin(sin(exp(mul(X0, -0.506))))","[0.38521836 0.40670072 0.42818308 0.44966545 0.47114781 0.49263017
 0.51411254 0.5355949  0.55707726 0.57855963 0.60004199 0.62152435
 0.64300672 0.66448908 0.68597145 0.70745381 0.72893617 0.75041854
 0.77196483 0.79550882 0.8190528  0.84259679 0.86614078 0.88968476
 0.91322875 0.93677273 0.96031672 0.98386071 1.00740469 1.03094868]","[0.20550371 0.19563795 0.18622136 0.17723695 0.16866783 0.16049737
 0.15270922 0.14528739 0.13821628 0.13148072 0.12506601 0.11895789
 0.11314261 0.1076069  0.10233799 0.09732358 0.09255187 0.08801154
 0.08369174 0.07958205 0.07567253 0.07195366 0.06841634 0.06505188
 0.06185198 0.05880871 0.05591452 0.0531622  0.05054486 0.04805597]",0.004315708945179018,0.3581904802772471,4.1552770137786865,79.31878566741943
806,1.26*sqrt(x1-0.44),"sqrt(div(add(X0, -0.442), -0.625))","[2.04711119 2.08645492 2.12579866 2.1651424  2.20448613 2.24382987
 2.28317361 2.32251735 2.36186108 2.40120482 2.44054856 2.47989229
 2.51923603 2.55857977 2.5979235  2.63726724 2.67661098 2.71595471
 2.75529845 2.79464219 2.83398593 2.87332966 2.9126734  2.95201714
 2.99136087 3.03070461 3.07004835 3.10939208 3.14873582 3.18807956]","[2.06276649 2.10121647 2.1389754  2.17607924 2.21256095 2.24845081
 2.28377673 2.31856448 2.35283793 2.38661925 2.41992904 2.4527865
 2.4852096  2.51721509 2.54881873 2.58003528 2.61087861 2.64136181
 2.67149721 2.70129643 2.7307705  2.75992982 2.78878427 2.81734322
 2.84561556 2.87360975 2.90133385 2.92879552 2.95600208 2.98296051]",0.001272678258903512,6.959157862712136e-06,2.9316539764404297,19.458078145980835
